SBY 23:36:06 [fir_miter_bmc] Removing directory '/home/praneeth/track_c/case2_fir/fir_miter_bmc'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/miter_gold.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/miter_gold.v'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/miter_gate.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/miter_gate.v'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/fir_miter.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/fir_miter.v'.
SBY 23:36:06 [fir_miter_bmc] engine_0: smtbmc yices
SBY 23:36:06 [fir_miter_prove] Removing directory '/home/praneeth/track_c/case2_fir/fir_miter_prove'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/miter_gold.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/miter_gold.v'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/miter_gate.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/miter_gate.v'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/fir_miter.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/fir_miter.v'.
SBY 23:36:06 [fir_miter_prove] engine_0: smtbmc yices
SBY 23:36:06 [fir_miter_bmc] base: starting process "cd fir_miter_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 23:36:06 [fir_miter_prove] base: starting process "cd fir_miter_prove/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 23:36:06 [fir_miter_bmc] base: Warning: Replacing memory \c with list of registers. See miter_gate.v:19
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Solver: yices
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 40..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 39..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 38..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 37..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 36..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 35..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 34..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 33..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 32..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 31..
SBY 23:36:06 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 30..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 29..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 28..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 27..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 26..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 25..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 24..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 23..
